S.No,Category,title,categoryName,address,street,city,neighborhood,postalCode,state,countryCode,phone,phoneUnformatted,website,totalScore,reviewsCount,placeId,url,permanentlyClosed,temporarilyClosed,price,description,source
48,Beauty & Healthcare,"Geetanjali Salon - Malviya Nagar, New Delhi",Beauty salon,"No A/11, Khirki Main Road, Block A, Shivalik Colony, Malviya Nagar, New Delhi, Delhi 110017",No A/11,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 11 4608 1566,9.11E+11,,4.5,1472,ChIJfzS40wLiDDkROXMgM_NKLic,https://www.google.com/maps/place/?q=place_id:ChIJfzS40wLiDDkROXMgM_NKLic,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
49,Beauty & Healthcare,"Geetanjali Studio - Malviya Nagar, New Delhi",Beauty salon,"No 4, Gitanjali Malviya Nagar Rd, Old Market, Malviya Nagar, New Delhi, Delhi 110017",No 4,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 11 4709 2051,9.11E+11,,4.7,224,ChIJvVMUYt3jDDkRjBN38dI5G00,https://www.google.com/maps/place/?q=place_id:ChIJvVMUYt3jDDkRjBN38dI5G00,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
50,Beauty & Healthcare,Guardian Pharmacy,Pharmacy,"Shop No 26, Old Market, Malviya Nagar, New Delhi, Delhi, 110017, India",Shop No 26,"New Delhi, Delhi","Old Market, Malviya Nagar",110017,Delhi,IN,+91 74285 36226,9.17E+11,,4.2,10,ChIJAUGPbQbjDDkR-YcrdKyPFKY,https://www.google.com/maps/search/?api=1&query=Guardian%20Pharmacy&query_place_id=ChIJAUGPbQbjDDkR-YcrdKyPFKY,FALSE,FALSE,,,Original scrape (files 1-3)
51,Beauty & Healthcare,Hair Dynasty Unisex Salon,Beauty salon,"15/199, Ground floor, Shivalik Rd, Block E, Malviya Nagar, New Delhi, Delhi 110017",15/199,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 96509 17386,9.20E+11,,4.9,149,ChIJswFNx7PhDDkR8s31EHsXuHs,https://www.google.com/maps/place/?q=place_id:ChIJswFNx7PhDDkR8s31EHsXuHs,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
52,Beauty & Healthcare,La Vida Unisex Salon,Beauty salon,"E2, 14, Guru Gobind Singh Marg, Block E, Malviya Nagar, New Delhi, Delhi 110017",E2,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 84471 62994,9.18E+11,,4.8,218,ChIJN-uYpOrjDDkR42AVmqvLpPU,https://www.google.com/maps/place/?q=place_id:ChIJN-uYpOrjDDkR42AVmqvLpPU,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
53,Beauty & Healthcare,Lenskart.com Flagship Store at Malviya Nagar (First Lens Replacement Free),Optician,"C 3, Ground Floor, Main Market, Malviya Nagar, New Delhi, Delhi 110017, India","C 3, Ground Floor, Main Market",New Delhi,"Old Market, Block C, Malviya Nagar",110017,Delhi,IN,+91 99584 81482,9.20E+11,https://www.lenskart.com/stores/lenskart-com-Lenskart.com-Flagship-Store-at-Malviya-Nagar-Malviya-Nagar-New-Delhi-646569/Home,4.8,3689,ChIJH842ABziDDkROqoGNH1kNK4,https://www.google.com/maps/search/?api=1&query=Lenskart.com%20Flagship%20Store%20at%20Malviya%20Nagar%20(First%20Lens%20Replacement%20Free)&query_place_id=ChIJH842ABziDDkROqoGNH1kNK4,FALSE,FALSE,,,Original scrape (files 1-3)
54,Beauty & Healthcare,"Nailashes - Malviya Nagar, New Delhi",Beauty salon,"Shop No 1, Lower Ground Floor, C-2, below Sagar Ratna, Old Market, Block C, Malviya Nagar, New Delhi, Delhi 110017, India","Shop No 1, Lower Ground Floor, C-2, below Sagar Ratna",New Delhi,"Old Market, Block C, Malviya Nagar",110017,Delhi,IN,+91 95131 69938,9.20E+11,https://studio.nailashes.in/malviya-nagar-new-delhi-46008/home?utm_source=GBP,4.5,37,ChIJZyHX5KXjDDkRrPeIj4-ZR3c,https://www.google.com/maps/search/?api=1&query=Nailashes%20-%20Malviya%20Nagar%2C%20New%20Delhi&query_place_id=ChIJZyHX5KXjDDkRrPeIj4-ZR3c,FALSE,FALSE,,,Original scrape (files 1-3)
55,Beauty & Healthcare,Narang Bros.,Pharmacy,"E-1, 10, Malviya Nagar Rd, Block E, Malviya Nagar, New Delhi, Delhi 110017",E-1,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 11 4160 3535,9.11E+11,,4.2,107,ChIJuUkqVBziDDkR7XuKFoVQvZo,https://www.google.com/maps/place/?q=place_id:ChIJuUkqVBziDDkR7XuKFoVQvZo,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
56,Beauty & Healthcare,New Javed men salon,Barber shop,"75 A, shop 4, ITI backside, Mahalaxmi jeweler lane, Malviya Nagar, New Delhi, Delhi 110017",75 A,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 96545 03092,9.20E+11,,4.9,271,ChIJJQQrPLHjDDkRcFqdPqJeUBg,https://www.google.com/maps/place/?q=place_id:ChIJJQQrPLHjDDkRcFqdPqJeUBg,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
57,Beauty & Healthcare,One Bharat Pharmacy - Malviya Nagar,Pharmacy,"Ground Floor, Shop 15/199, Block E, Malviya Nagar, New Delhi, Delhi 110017",Ground Floor,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 92897 28280,9.19E+11,,4.9,74,ChIJQ_fHqdfjDDkR_NZqbKL-cRI,https://www.google.com/maps/place/?q=place_id:ChIJQ_fHqdfjDDkR_NZqbKL-cRI,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
58,Beauty & Healthcare,"Portfolio Salon - Malviya Nagar, New Delhi",Hair salon,"1st Floor, Main Market, C-5, above KFC, Old Market, Block C, Malviya Nagar, New Delhi, Delhi 110017",1st Floor,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 98997 12001,9.20E+11,,4.5,710,ChIJbSNyTTcdDTkRVPG4Tv2DorY,https://www.google.com/maps/place/?q=place_id:ChIJbSNyTTcdDTkRVPG4Tv2DorY,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
59,Beauty & Healthcare,RD Nails,Nail salon,"Shop No 2, C-4, opp. Moti Sweets, near KFC, Old Market, Block C, Malviya Nagar, New Delhi, Delhi 110017, India","Shop No 2, C-4, opp. Moti Sweets, near KFC",New Delhi,"Old Market, Block C, Malviya Nagar",110017,Delhi,IN,+91 98701 68112,9.20E+11,https://rdnails.com/,4.4,201,ChIJH2akV8_jDDkRxxtWYDUGjQw,https://www.google.com/maps/search/?api=1&query=RD%20Nails&query_place_id=ChIJH2akV8_jDDkRxxtWYDUGjQw,FALSE,FALSE,,,Original scrape (files 1-3)
60,Beauty & Healthcare,Raman Medicos,Pharmacy,"90, 35A, Malviya Nagar Rd, Old Market, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",90,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 99103 00888,9.20E+11,,4.7,129,ChIJIxocpB7iDDkRzPm_TjoFl3Q,https://www.google.com/maps/place/?q=place_id:ChIJIxocpB7iDDkRzPm_TjoFl3Q,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
61,Beauty & Healthcare,SUNNYHAIRPORT,Hair salon,"A-89, Block A, Shivalik Colony, Malviya Nagar, New Delhi, Delhi 110017",A-89,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 98188 40719,9.20E+11,,4.7,2075,ChIJYZ1xk-rjDDkReJw7aW17XKQ,https://www.google.com/maps/place/?q=place_id:ChIJYZ1xk-rjDDkReJw7aW17XKQ,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
62,Beauty & Healthcare,Saj Sajja,Cosmetics store,"Main Market, 14, Guru Gobind Singh Marg, Malviya Nagar, New Delhi, Delhi 110017, India","Main Market, 14, Guru Gobind Singh Marg",New Delhi,"Old Market, Malviya Nagar",110017,Delhi,IN,+91 98711 16123,9.20E+11,,4.1,15,ChIJFecFrR7iDDkR0ZYWGycyadw,https://www.google.com/maps/search/?api=1&query=Saj%20Sajja&query_place_id=ChIJFecFrR7iDDkR0ZYWGycyadw,FALSE,FALSE,,,Original scrape (files 1-3)
63,Beauty & Healthcare,Shiva Professional Mehendi Artist,Make-up artist,"Shop C5, KFC, Basement, Block H 6, Malviya Nagar, New Delhi, Delhi 110017, India","Shop C5, KFC, Basement",New Delhi,"Block H 6, Malviya Nagar",110017,Delhi,IN,+91 92894 40527,9.19E+11,,2.3,3,ChIJOehfd6TjDDkR2qICXHSWqU0,https://www.google.com/maps/search/?api=1&query=Shiva%20Professional%20Mehendi%20Artist&query_place_id=ChIJOehfd6TjDDkR2qICXHSWqU0,FALSE,FALSE,,,Original scrape (files 1-3)
64,Beauty & Healthcare,THE NAIL LASH,Nail salon,"ground floor, Shop No- 3, A-78, next to Chili Pepper, New Delhi, Delhi 110017, India","ground floor, Shop No- 3, A-78, next to Chili Pepper",New Delhi,"Old Market, Malviya Nagar",110017,Delhi,IN,,,,5,2,ChIJt1lo9RLjDDkRttwRbBoiaNA,https://www.google.com/maps/search/?api=1&query=THE%20NAIL%20LASH&query_place_id=ChIJt1lo9RLjDDkRttwRbBoiaNA,FALSE,FALSE,,,Original scrape (files 1-3)
65,Beauty & Healthcare,The Eye Shop,Optician,"C-5 LGF KFC Basement Main market, Malviya Nagar, New Delhi, Delhi 110017, India",C-5 LGF KFC Basement Main market,New Delhi,"Block K, Malviya Nagar",110017,Delhi,IN,+91 97118 99422,9.20E+11,,4.4,10,ChIJ5dvEuuHhDDkRvOcEY4APtQA,https://www.google.com/maps/search/?api=1&query=The%20Eye%20Shop&query_place_id=ChIJ5dvEuuHhDDkRvOcEY4APtQA,FALSE,FALSE,,,Original scrape (files 1-3)
66,Beauty & Healthcare,"Titan Eye+ at Malvia Nagar, New Delhi (Buy 1 Get 1 Free)",Optician,"C-10, Guru Gobind Singh Marg Malviya Nagar, Delhi, NCR, New Delhi, Delhi 110017, India","C-10, Guru Gobind Singh Marg Malviya Nagar, Delhi, NCR",New Delhi,"Old Market, Block C, Malviya Nagar",110017,Delhi,IN,+91 11 4109 0515,9.11E+11,https://www.titaneyeplus.com/stores/india/national-capital-territory-of-delhi/new-delhi/titan-eye-malviya-nagar,4.9,3883,ChIJK38tARziDDkR40-RA2e4R00,https://www.google.com/maps/search/?api=1&query=Titan%20Eye%2B%20at%20Malvia%20Nagar%2C%20New%20Delhi%20(Buy%201%20Get%201%20Free)&query_place_id=ChIJK38tARziDDkR40-RA2e4R00,FALSE,FALSE,,,Original scrape (files 1-3)
67,Beauty & Healthcare,V. G. & Co Chemist,Drug store,"J1, 16B, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",J1,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 97117 22444,9.20E+11,,5,242,ChIJu3dB6B_iDDkR8JhvRO17sas,https://www.google.com/maps/place/?q=place_id:ChIJu3dB6B_iDDkR8JhvRO17sas,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
68,Local Services,AAJ Laundry Malviya Nagar,Laundry,"C30, Sarai Shahji, Panchsheel Vihar, Sheikh Sarai Village, Malviya Nagar, New Delhi, Delhi 110017",C30,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 98181 80069,9.20E+11,,5,61,ChIJn53oy-nhDDkRKp6sz90yPyo,https://www.google.com/maps/place/?q=place_id:ChIJn53oy-nhDDkRKp6sz90yPyo,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
69,Local Services,AK ELECTRONICS MART,Mobile phone repair shop,"J-3/60, near Krishna Mandir, Block G, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",J-3/60,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 99533 32915,9.20E+11,,5,278,ChIJ8fwYGY3jDDkRaqujc7UYs-8,https://www.google.com/maps/place/?q=place_id:ChIJ8fwYGY3jDDkRaqujc7UYs-8,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
70,Local Services,Behl Prints & CSC - Malviya Nagar H Block,Print shop,"Captain Hitesh Mehta Marg, Block H 6, Malviya Nagar, New Delhi, Delhi 110017",Captain Hitesh Mehta Marg,New Delhi,Malviya Nagar,110017,Delhi,IN,,,,5,2,ChIJq1KPPQDjDDkRlQJUZvrhY68,https://www.google.com/maps/place/?q=place_id:ChIJq1KPPQDjDDkRlQJUZvrhY68,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
71,Local Services,Citi Dry Cleaners- Dry clean Shop in Malviya Nagar,Dry cleaner,"Main Market, Old Market, Malviya Nagar, New Delhi, Delhi 110017, India",Main Market,New Delhi,"Old Market, Malviya Nagar",110017,Delhi,IN,+91 96544 42180,9.20E+11,,3.9,46,ChIJG646VxniDDkRBthVtdc9ACo,https://www.google.com/maps/search/?api=1&query=Citi%20Dry%20Cleaners-%20Dry%20clean%20Shop%20in%20Malviya%20Nagar&query_place_id=ChIJG646VxniDDkRBthVtdc9ACo,FALSE,FALSE,,,Original scrape (files 1-3)
72,Local Services,DIGI E PRINT SOLUTIONS,Print shop,"Shop No 36D, Hauz Rani Rd, Gandhi Park, Malviya Nagar, New Delhi, Delhi 110017",Shop No 36D,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 97177 01980,9.20E+11,,5,35,ChIJ8eAainrhDDkRmcfkiQENlVs,https://www.google.com/maps/place/?q=place_id:ChIJ8eAainrhDDkRmcfkiQENlVs,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
73,Local Services,Fix Me Mobile,Mobile phone repair shop,"Main Market, C31, Block C, Malviya Nagar, New Delhi, Delhi 110017",Main Market,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 98713 84538,9.20E+11,,4.9,99,ChIJlWTWK-_jDDkR11Qys6NmKWc,https://www.google.com/maps/place/?q=place_id:ChIJlWTWK-_jDDkR11Qys6NmKWc,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
74,Local Services,Home Care Dry Cleaner - Sofa & Carpet Cleaning,Laundry,"T 32, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",T 32,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 96546 69186,9.20E+11,,4.8,237,ChIJk3Ifv2PjDDkR6daptEjl2Ow,https://www.google.com/maps/place/?q=place_id:ChIJk3Ifv2PjDDkR6daptEjl2Ow,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
75,Local Services,Hussain Enterprises,Internet cafe,"Shop No. 6, B-134, Panchsheel Vihar, Sheikh Sarai Village, Malviya Nagar, New Delhi, Delhi 110017",Shop No. 6,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 78275 55077,9.18E+11,,4.9,69,ChIJ7RgLAqXjDDkRNENqyJEW3Vg,https://www.google.com/maps/place/?q=place_id:ChIJ7RgLAqXjDDkRNENqyJEW3Vg,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
76,Local Services,Kaka Tailors & Drapers,Men's tailor,"8 old market, Malviya Nagar, New Delhi, Delhi 110017, India",8 old market,New Delhi,"Old Market, Malviya Nagar",110017,Delhi,IN,+91 98110 08101,9.20E+11,,3.2,37,ChIJcScTrB7iDDkRu5q_yifWO-A,https://www.google.com/maps/search/?api=1&query=Kaka%20Tailors%20%26%20Drapers&query_place_id=ChIJcScTrB7iDDkRu5q_yifWO-A,FALSE,FALSE,,,Original scrape (files 1-3)
77,Local Services,Laundrywale.in,Laundry,"E-Block Rd, Block E, Malviya Nagar, New Delhi, Delhi 110017",E-Block Rd,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 93151 62603,9.19E+11,,4.9,45,ChIJ6a4oqT_WhoARwas0JovqlZE,https://www.google.com/maps/place/?q=place_id:ChIJ6a4oqT_WhoARwas0JovqlZE,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
78,Local Services,MEDIAPRINTS,Print shop,"F2, 1, Block F, Malviya Nagar, New Delhi, Delhi 110017",F2,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 98219 09508,9.20E+11,,5,99,ChIJpXso_RziDDkRay8kf5xcaik,https://www.google.com/maps/place/?q=place_id:ChIJpXso_RziDDkRay8kf5xcaik,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
79,Local Services,Mr Washer Laundry & Dry Clean Services,Laundry,"JC-36, Khirki Ext Rd, Sarai Shahji, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",JC-36,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 82855 73724,9.18E+11,,4.8,385,ChIJla5KpR7jDDkR9vdHBDgt5zE,https://www.google.com/maps/place/?q=place_id:ChIJla5KpR7jDDkR9vdHBDgt5zE,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
80,Local Services,New Deluxe Dry Cleaners,Dry cleaner,"C 6, Malviya Nagar, Basement, next to Domino's/KFC, New Delhi, Delhi 110017, India","C 6, Malviya Nagar, Basement, next to Domino's/KFC",New Delhi,"Old Market, Block C, Malviya Nagar",110017,Delhi,IN,+91 98185 37700,9.20E+11,,4.8,331,ChIJnzLT_xviDDkRzA91U_MIDcc,https://www.google.com/maps/search/?api=1&query=New%20Deluxe%20Dry%20Cleaners&query_place_id=ChIJnzLT_xviDDkRzA91U_MIDcc,FALSE,FALSE,,,Original scrape (files 1-3)
81,Local Services,New Snow White Drycleaning,Laundry,"Laxmi Narayan Mandir, near Airtel office market, Block C, Malviya Nagar, New Delhi, Delhi 110017",Laxmi Narayan Mandir,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 97185 97046,9.20E+11,,5,22,ChIJTf2Q6uDjDDkRVVFJrxro4cQ,https://www.google.com/maps/place/?q=place_id:ChIJTf2Q6uDjDDkRVVFJrxro4cQ,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
82,Local Services,New fancy dry cleaners,Dry cleaner,"Shop No. 29, Moti Sweets lane, Old Market, Malviya Nagar, New Delhi, Delhi 110017, India","Shop No. 29, Moti Sweets lane",New Delhi,"Old Market, Malviya Nagar",110017,Delhi,IN,+91 88600 00083,9.19E+11,,3.5,54,ChIJtUCqqR7iDDkRyX3ThmO8xpw,https://www.google.com/maps/search/?api=1&query=New%20fancy%20dry%20cleaners&query_place_id=ChIJtUCqqR7iDDkRyX3ThmO8xpw,FALSE,FALSE,,,Original scrape (files 1-3)
83,Local Services,Printout Shop,Print shop,"D-86, Malviya Nagar Rd, Shivalik, DDA Flats, Malviya Nagar, New Delhi, Delhi 110017",D-86,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 99104 57663,9.20E+11,,4.9,314,ChIJ-x_DbjrjDDkRXaNtiE27zSo,https://www.google.com/maps/place/?q=place_id:ChIJ-x_DbjrjDDkRXaNtiE27zSo,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
84,Local Services,Ravi Bros,Courier service,"G-15/1, Shop No. 8, Block G 16, Malviya Nagar, New Delhi, Delhi 110017",G-15/1,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 98188 93828,9.20E+11,,4.6,121,ChIJeQxO8R3iDDkR4xgvUkoKIEI,https://www.google.com/maps/place/?q=place_id:ChIJeQxO8R3iDDkR4xgvUkoKIEI,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
85,Local Services,SUKHIJA PRINTS,Print shop,"F2/2, UGF, Gole Chakkar, Ram Lal Sethi Marg, Block F, Malviya Nagar, New Delhi, Delhi 110017",F2/2,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 98714 10604,9.20E+11,,4.3,90,ChIJxz4N1_fhDDkRkcG8EFV9RR0,https://www.google.com/maps/place/?q=place_id:ChIJxz4N1_fhDDkRkcG8EFV9RR0,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
86,Local Services,Sardar ji computerized key maker,Locksmith,"Lal Gumbad Basti, Panchsheel Park South, Malviya Nagar, New Delhi, Delhi 110017, India",,New Delhi,"Lal Gumbad Basti, Panchsheel Park South, Malviya Nagar",110017,Delhi,IN,+91 93061 46049,9.19E+11,https://sardar-ji-computerized-malviya-nagar-new-delhi.grexa.site/,4.9,65,ChIJl2GELGLjDDkROELNpqnqbzU,https://www.google.com/maps/search/?api=1&query=Sardar%20ji%20computerized%20key%20maker&query_place_id=ChIJl2GELGLjDDkROELNpqnqbzU,FALSE,FALSE,,,Original scrape (files 1-3)
87,Local Services,Sengar Tailor's,Tailor,"90/37-A, Shop No.6, behind ITI, Main Market, Malviya Nagar, New Delhi, Delhi 110017",90/37-A,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 99901 57762,9.20E+11,,4.7,15,ChIJ-Rf-zh3iDDkRg1Lw_b0-p3s,https://www.google.com/maps/place/?q=place_id:ChIJ-Rf-zh3iDDkRg1Lw_b0-p3s,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
88,Local Services,Super Dry Cleaners,Laundry,"Shop No. 1, Gurudwara Market, Captain Hitesh Mehta Marg, Block L, Malviya Nagar, New Delhi, Delhi 110017",Shop No. 1,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 98991 22252,9.20E+11,,4.6,94,ChIJBzvgvx3iDDkR1ettWNbvwVI,https://www.google.com/maps/place/?q=place_id:ChIJBzvgvx3iDDkR1ettWNbvwVI,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
89,Local Services,Welldone Tailors & Drapers,Tailor,"Ground floor, 80/22-B, Block 80, Shivalik, Malviya Nagar, New Delhi, Delhi 110017",Ground floor,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 98187 17196,9.20E+11,,4.5,38,ChIJnxdp7R3iDDkRl0cplNokI7o,https://www.google.com/maps/place/?q=place_id:ChIJnxdp7R3iDDkRl0cplNokI7o,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
90,Local Services,i MOBILE FIX PRO,Mobile phone repair shop,"Shop No 3, JE 16/A, Gupta Colony, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",Shop No 3,New Delhi,Malviya Nagar,110017,Delhi,IN,+91 88028 16181,9.19E+11,,4.8,25,ChIJRbano6zjDDkRHcV5KpcNWQE,https://www.google.com/maps/place/?q=place_id:ChIJRbano6zjDDkRHcV5KpcNWQE,FALSE,FALSE,,,Google Places (collected 30-Jul-2026)
